# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
LOC124904965	LOC124904965	XR_007067748.1		0	0	0	52	0	0	0	0	0	0	0	42	0	1	0	2	0	0	0	0	0	0	7
LOC124904965	LOC124904965	XR_007067749.1		0	0	0	51	0	0	0	0	0	0	0	42	0	0	0	1	0	0	0	0	0	0	8
LOC124904966	LOC124904966	XR_007067750.1		0	0	0	70	0	0	0	0	0	0	0	31	0	2	0	3	0	0	0	0	0	0	34
LOC124904967	LOC124904967	XR_007067751.1		0	0	0	12	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7
LOC124904968	LOC124904968	XR_007067752.1		0	0	0	142	0	0	0	0	0	0	0	12	0	1	0	84	0	0	0	0	0	0	45
LOC124904969	LOC124904969	XR_007067754.1		0	0	0	51	0	0	0	0	0	0	0	24	0	19	0	1	0	0	0	0	0	0	7
LOC124904970	LOC124904970	XM_047440638.1	protein_coding	5	26	52	420	32	3	26	0	0	1	0	270	3	0	51	0	0	0	0	0	2	23	92
LOC124904971	LOC124904971	XR_007067758.1		0	0	0	33	0	0	0	0	0	0	0	21	0	1	0	0	0	0	0	0	0	0	11
LOC124904974	LOC124904974	XR_007067761.1	snoRNA	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4
LOC124904975	LOC124904975	XR_007067762.1	snoRNA	0	0	0	13	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	4
LOC124904976	LOC124904976	XR_007067768.1	snoRNA	0	0	0	21	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	10
LOC124904978	LOC124904978	XR_007067769.1	snoRNA	0	0	0	35	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	25
LOC124904979	LOC124904979	XR_007067770.1	snoRNA	0	0	0	9	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4
LOC124904980	LOC124904980	XR_007067771.1	snoRNA	0	0	0	9	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1
LOC124904983	LOC124904983	XR_007067772.1	snoRNA	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4
LOC124904986	LOC124904986	XR_007067773.1	snRNA	0	0	0	27	0	0	0	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	9
LOC149684	LOC149684	NR_104170.1		0	0	0	42	0	0	0	0	0	0	0	19	0	16	0	0	0	0	0	0	0	0	7
LOC284788	LOC284788	NR_027089.2		0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
LOC284788	LOC284788	NR_027090.1		0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
LOC284798	LOC284798	NR_027091.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC284798	LOC284798	NR_027092.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC284798	LOC284798	NR_027093.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC339593	LOC339593	NR_038972.1		0	0	0	46	0	0	0	0	0	0	0	10	0	4	0	3	0	0	0	0	0	0	29
LOC388780	LOC388780	NR_161305.1		0	0	0	24	0	0	0	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0	7
LOC613266	LOC613266	NR_130924.1		0	0	0	174	0	0	0	0	0	0	0	4	0	153	0	3	0	0	0	0	0	0	14
LOC613266	LOC613266	NR_130925.1		0	0	0	46	0	0	0	0	0	0	0	4	0	38	0	2	0	0	0	0	0	0	2
LOC643406	LOC643406	NR_029405.1		0	0	0	32	0	0	0	0	0	0	0	6	0	7	0	9	0	0	0	0	0	0	10
LOC729296	LOC729296	NR_109916.1		0	0	0	14	0	0	0	0	0	0	0	2	0	9	0	1	0	0	0	0	0	0	2
LOC729296	LOC729296	NR_109917.1		0	0	0	14	0	0	0	0	0	0	0	2	0	9	0	1	0	0	0	0	0	0	2
LOC729296	LOC729296	NR_109918.1		0	0	0	14	0	0	0	0	0	0	0	2	0	9	0	1	0	0	0	0	0	0	2
LPIN3	LPIN3	NM_001301860.2	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
LPIN3	LPIN3	NM_022896.3	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
LPIN3	LPIN3	NR_126051.2		0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0
LPIN3	LPIN3	XM_005260516.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
LPIN3	LPIN3	XM_006723863.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LPIN3	LPIN3	XM_011528996.3	protein_coding	0	0	1	3	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
LPIN3	LPIN3	XM_011528997.4	protein_coding	0	0	1	3	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
LPIN3	LPIN3	XM_011528998.4	protein_coding	0	0	1	3	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
LPIN3	LPIN3	XM_011528999.4	protein_coding	0	0	1	3	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
LPIN3	LPIN3	XM_011529000.3	protein_coding	0	0	1	3	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
LPIN3	LPIN3	XM_011529001.3	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
LPIN3	LPIN3	XM_011529002.4	protein_coding	0	0	1	3	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
LPIN3	LPIN3	XM_011529003.2	protein_coding	0	0	1	3	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0
LPIN3	LPIN3	XM_011529004.2	protein_coding	0	0	1	3	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0
LPIN3	LPIN3	XM_011529005.3	protein_coding	0	0	0	4	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
LPIN3	LPIN3	XM_011529006.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LPIN3	LPIN3	XM_047440383.1	protein_coding	0	0	1	3	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
LPIN3	LPIN3	XM_047440384.1	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
LPIN3	LPIN3	XM_047440385.1	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
LPIN3	LPIN3	XM_047440386.1	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
LPIN3	LPIN3	XM_047440387.1	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
LPIN3	LPIN3	XM_047440388.1	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
LPIN3	LPIN3	XM_047440389.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
LPIN3	LPIN3	XR_007067476.1		0	0	0	4	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0
LPIN3	LPIN3	XR_430311.2		0	0	0	4	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
LPIN3	LPIN3	XR_936610.3		0	0	0	4	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0
LRRN4	LRRN4	NM_152611.5	protein_coding	0	0	0	8	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0
LSM14B	LSM14B	NM_144703.3	protein_coding	0	0	0	41	2	0	0	0	0	0	0	16	0	19	0	0	0	0	0	0	0	0	4
LSM14B	LSM14B	XM_005260302.4	protein_coding	0	0	0	41	2	0	0	0	0	0	0	16	0	19	0	0	0	0	0	0	0	0	4
LSM14B	LSM14B	XM_011528605.3	protein_coding	0	0	0	41	2	0	0	0	0	0	0	16	0	19	0	0	0	0	0	0	0	0	4
LSM14B	LSM14B	XM_011528606.4	protein_coding	0	0	0	41	2	0	0	0	0	0	0	16	0	19	0	0	0	0	0	0	0	0	4
LSM14B	LSM14B	XM_011528607.3	protein_coding	0	0	0	41	2	0	0	0	0	0	0	16	0	19	0	0	0	0	0	0	0	0	4
LSM14B	LSM14B	XM_011528608.3	protein_coding	0	0	0	41	2	0	0	0	0	0	0	16	0	19	0	0	0	0	0	0	0	0	4
LSM14B	LSM14B	XM_011528609.3	protein_coding	0	0	0	41	2	0	0	0	0	0	0	16	0	19	0	0	0	0	0	0	0	0	4
LSM14B	LSM14B	XM_011528611.4	protein_coding	0	0	0	41	2	0	0	0	0	0	0	16	0	19	0	0	0	0	0	0	0	0	4
LSM14B	LSM14B	XM_011528612.3	protein_coding	0	0	0	40	2	0	0	0	0	0	0	16	0	19	0	0	0	0	0	0	0	0	3
LSM14B	LSM14B	XM_011528613.3	protein_coding	0	0	0	40	2	0	0	0	0	0	0	16	0	19	0	0	0	0	0	0	0	0	3
LSM14B	LSM14B	XM_024451839.2	protein_coding	0	0	0	41	2	0	0	0	0	0	0	16	0	19	0	0	0	0	0	0	0	0	4
LSM14B	LSM14B	XM_024451840.2	protein_coding	0	0	0	40	2	0	0	0	0	0	0	16	0	19	0	0	0	0	0	0	0	0	3
LSM14B	LSM14B	XM_024451841.2	protein_coding	0	0	0	40	2	0	0	0	0	0	0	16	0	19	0	0	0	0	0	0	0	0	3
LSM14B	LSM14B	XM_047439933.1	protein_coding	0	0	0	40	2	0	0	0	0	0	0	16	0	19	0	0	0	0	0	0	0	0	3
LSM14B	LSM14B	XM_047439934.1	protein_coding	0	0	0	40	2	0	0	0	0	0	0	16	0	19	0	0	0	0	0	0	0	0	3
LSM14B	LSM14B	XM_047439935.1	protein_coding	0	0	0	39	2	0	0	0	0	0	0	16	0	17	0	0	0	0	0	0	0	0	4
LSM14B	LSM14B	XR_936508.3		0	0	0	37	0	0	0	0	0	0	0	19	0	12	0	2	0	0	0	0	0	0	4
LSM14B	LSM14B	XR_936509.3		0	0	0	37	0	0	0	0	0	0	0	19	0	12	0	2	0	0	0	0	0	0	4
LZTS3	LZTS3	NM_001282533.2	protein_coding	0	2	0	32	1	0	0	0	0	0	0	7	0	16	0	0	0	0	0	0	0	2	8
LZTS3	LZTS3	NM_001365618.1	protein_coding	0	2	0	32	1	0	0	0	0	0	0	7	0	16	0	0	0	0	0	0	0	2	8
LZTS3	LZTS3	NM_001367609.1	protein_coding	0	2	0	32	1	0	0	0	0	0	0	7	0	16	0	0	0	0	0	0	0	2	8
LZTS3	LZTS3	NM_001388189.1	protein_coding	0	2	0	32	1	0	0	0	0	0	0	7	0	16	0	0	0	0	0	0	0	2	8
LZTS3	LZTS3	NM_001388190.1	protein_coding	0	2	0	32	1	0	0	0	0	0	0	7	0	16	0	0	0	0	0	0	0	2	8
LZTS3	LZTS3	NM_001388191.1	protein_coding	0	2	0	24	1	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	2	13
LZTS3	LZTS3	NM_001388192.1	protein_coding	0	2	0	32	1	0	0	0	0	0	0	7	0	16	0	0	0	0	0	0	0	2	8
LZTS3	LZTS3	NM_001388193.1	protein_coding	0	2	0	32	1	0	0	0	0	0	0	7	0	16	0	0	0	0	0	0	0	2	8
LZTS3	LZTS3	XM_011529408.4	protein_coding	0	5	0	29	1	3	8	0	0	0	0	7	0	3	0	0	0	0	0	0	0	2	10
LZTS3	LZTS3	XM_011529409.4	protein_coding	0	2	0	24	1	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	2	13
MACROD2	MACROD2	NM_001033087.2	protein_coding	0	0	1	1636	8	0	3	0	0	0	0	22	0	1598	1	0	0	0	0	0	0	0	5
MACROD2	MACROD2	NM_001351661.2	protein_coding	0	0	1	3704	8	0	0	0	0	0	0	22	0	3673	1	0	0	0	0	0	0	0	1
MACROD2	MACROD2	NM_001351663.2	protein_coding	0	0	1	3704	8	0	0	0	0	0	0	22	0	3673	1	0	0	0	0	0	0	0	1
MACROD2	MACROD2	NM_001351664.2	protein_coding	0	0	1	1636	8	0	3	0	0	0	0	22	0	1598	1	0	0	0	0	0	0	0	5
MACROD2	MACROD2	NM_080676.6	protein_coding	0	0	1	3704	8	0	0	0	0	0	0	22	0	3673	1	0	0	0	0	0	0	0	1
MACROD2	MACROD2	XM_017027675.2	protein_coding	0	0	1	403	8	0	0	0	0	0	0	22	0	372	1	0	0	0	0	0	0	0	1
MACROD2	MACROD2	XM_017027676.2	protein_coding	0	0	1	403	8	0	0	0	0	0	0	22	0	372	1	0	0	0	0	0	0	0	1
MACROD2	MACROD2	XM_024451834.2	protein_coding	0	0	1	403	8	0	0	0	0	0	0	22	0	372	1	0	0	0	0	0	0	0	1
MACROD2-AS1	MACROD2-AS1	NR_037841.3		0	0	0	148	0	0	0	0	0	0	0	5	0	107	0	0	0	0	0	0	0	0	36
MACROD2-AS1	MACROD2-AS1	NR_072988.2		0	0	0	112	0	0	0	0	0	0	0	13	0	60	0	3	0	0	0	0	0	0	36
MACROD2-AS1	MACROD2-AS1	NR_110318.1		0	0	0	148	0	0	0	0	0	0	0	5	0	107	0	0	0	0	0	0	0	0	36
MACROD2-IT1	MACROD2-IT1	NR_104193.2		0	1	0	165	0	0	0	0	0	0	0	9	0	146	0	2	0	0	0	1	0	0	9
MAFB	MAFB	NM_005461.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MANBAL	MANBAL	NM_001003897.2	protein_coding	0	0	0	29	5	0	0	0	0	0	0	7	0	11	0	0	0	0	0	0	0	0	6
MANBAL	MANBAL	NM_001369742.1	protein_coding	0	0	0	29	5	0	1	0	0	0	0	7	0	10	0	0	0	0	0	0	0	0	6
MANBAL	MANBAL	NM_001369743.1	protein_coding	0	0	0	29	5	0	0	0	0	0	0	7	0	11	0	0	0	0	0	0	0	0	6
MANBAL	MANBAL	NM_001376529.1	protein_coding	0	0	0	29	5	0	0	0	0	0	0	7	0	11	0	0	0	0	0	0	0	0	6
MANBAL	MANBAL	NM_001376530.1	protein_coding	0	0	0	29	5	0	0	0	0	0	0	7	0	11	0	0	0	0	0	0	0	0	6
MANBAL	MANBAL	NM_001376531.1	protein_coding	0	0	0	29	5	0	0	0	0	0	0	7	0	11	0	0	0	0	0	0	0	0	6
MANBAL	MANBAL	NM_001376532.1	protein_coding	0	0	0	29	5	0	1	0	0	0	0	7	0	10	0	0	0	0	0	0	0	0	6
MANBAL	MANBAL	NM_001376533.1	protein_coding	0	0	0	29	5	0	1	0	0	0	0	7	0	10	0	0	0	0	0	0	0	0	6
MANBAL	MANBAL	NM_001387335.1	protein_coding	0	0	0	29	5	0	1	0	0	0	0	7	0	10	0	0	0	0	0	0	0	0	6
MANBAL	MANBAL	NM_001387336.1	protein_coding	0	0	0	29	5	0	0	0	0	0	0	7	0	11	0	0	0	0	0	0	0	0	6
MANBAL	MANBAL	NM_001387337.1	protein_coding	0	0	0	13	0	0	1	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	6
MANBAL	MANBAL	NM_001387338.1	protein_coding	0	0	0	13	0	0	1	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	6
MANBAL	MANBAL	NM_001387339.1	protein_coding	0	0	0	29	5	0	1	0	0	0	0	7	0	10	0	0	0	0	0	0	0	0	6
MANBAL	MANBAL	NM_022077.4	protein_coding	0	0	0	29	5	0	1	0	0	0	0	7	0	10	0	0	0	0	0	0	0	0	6
MAP1LC3A	MAP1LC3A	NM_032514.4	protein_coding	0	0	0	19	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	11
MAP1LC3A	MAP1LC3A	NM_181509.3	protein_coding	0	0	0	27	3	0	0	0	0	0	0	5	0	15	0	0	0	0	0	0	0	0	4
MAP1LC3A	MAP1LC3A	XM_011529084.3	protein_coding	0	0	0	27	0	0	0	0	0	0	0	5	0	18	0	0	0	0	0	0	0	0	4
MAP1LC3A	MAP1LC3A	XM_011529085.3	protein_coding	0	0	0	27	3	0	0	0	0	0	0	5	0	15	0	0	0	0	0	0	0	0	4
MAP1LC3A	MAP1LC3A	XM_047440558.1	protein_coding	0	0	0	19	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	11
MAP1LC3A	MAP1LC3A	XM_047440559.1	protein_coding	0	0	0	27	3	0	0	0	0	0	0	5	0	15	0	0	0	0	0	0	0	0	4
MAPRE1	MAPRE1	NM_012325.3	protein_coding	0	0	0	95	2	0	0	0	0	0	0	13	0	64	0	0	0	0	0	0	0	0	16
MAPRE1	MAPRE1	XM_011528696.3	protein_coding	0	0	0	95	2	0	2	0	0	0	0	13	0	64	0	0	0	0	0	0	0	0	14
MATN4	MATN4	NM_001393530.1	protein_coding	0	1	2	49	0	0	0	0	0	0	0	1	0	38	2	0	0	0	0	0	0	1	10
MATN4	MATN4	NM_001393531.1	protein_coding	0	1	2	49	0	0	0	0	0	0	0	1	0	38	2	0	0	0	0	0	0	1	10
MATN4	MATN4	NM_003833.5	protein_coding	0	1	2	49	0	0	1	0	0	0	0	1	0	38	2	0	0	0	0	0	0	1	9
MATN4	MATN4	NM_030590.4	protein_coding	0	1	2	49	0	0	0	0	0	0	0	1	0	38	2	0	0	0	0	0	0	1	10
MATN4	MATN4	NM_030592.4	protein_coding	0	1	2	49	0	0	0	0	0	0	0	1	0	38	2	0	0	0	0	0	0	1	10
MATN4	MATN4	XM_017028113.2	protein_coding	0	1	2	49	0	0	2	0	0	0	0	1	0	38	2	0	0	0	0	0	0	1	8
MATN4	MATN4	XM_017028114.2	protein_coding	0	1	2	49	0	0	0	0	0	0	0	1	0	38	2	0	0	0	0	0	0	1	10
MATN4	MATN4	XM_017028115.2	protein_coding	0	1	2	49	0	0	0	0	0	0	0	1	0	38	2	0	0	0	0	0	0	1	10
MATN4	MATN4	XM_047440576.1	protein_coding	0	1	2	49	0	0	2	0	0	0	0	1	0	38	2	0	0	0	0	0	0	1	8
MAVS	MAVS	NM_001206491.2	protein_coding	0	0	0	42	11	0	0	0	0	0	0	14	0	15	0	0	0	0	0	0	0	0	2
MAVS	MAVS	NM_001385663.1	protein_coding	0	0	0	42	11	0	0	0	0	0	0	14	0	15	0	0	0	0	0	0	0	0	2
MAVS	MAVS	NM_020746.5	protein_coding	0	0	0	42	11	0	0	0	0	0	0	14	0	15	0	0	0	0	0	0	0	0	2
MAVS	MAVS	NR_037921.2		0	0	0	42	0	0	0	0	0	0	0	14	0	15	0	11	0	0	0	0	0	0	2
MC3R	MC3R	NM_019888.3	protein_coding	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5
MCM8	MCM8	NM_001281520.2	protein_coding	0	0	1	99	9	0	1	0	0	0	0	17	0	60	1	0	0	0	0	0	0	0	12
MCM8	MCM8	NM_001281521.2	protein_coding	0	0	1	99	9	0	1	0	0	0	0	17	0	60	1	0	0	0	0	0	0	0	12
MCM8	MCM8	NM_001281522.2	protein_coding	0	0	1	99	9	0	1	0	0	0	0	17	0	60	1	0	0	0	0	0	0	0	12
MCM8	MCM8	NM_032485.6	protein_coding	0	0	1	99	9	0	1	0	0	0	0	17	0	60	1	0	0	0	0	0	0	0	12
MCM8	MCM8	NM_182802.3	protein_coding	0	0	1	99	9	0	1	0	0	0	0	17	0	60	1	0	0	0	0	0	0	0	12
MCM8	MCM8	XM_017028105.2	protein_coding	0	0	1	99	9	0	1	0	0	0	0	17	0	60	1	0	0	0	0	0	0	0	12
MCM8	MCM8	XM_047440552.1	protein_coding	0	0	1	99	9	0	1	0	0	0	0	17	0	60	1	0	0	0	0	0	0	0	12
MCM8	MCM8	XM_047440553.1	protein_coding	0	0	1	67	0	0	1	0	0	0	0	7	0	47	1	0	0	0	0	0	0	0	12
MCM8	MCM8	XM_047440554.1	protein_coding	0	0	2	59	0	0	1	0	0	0	0	8	0	38	2	0	0	0	0	0	0	0	12
MCM8	MCM8	XM_047440555.1	protein_coding	0	0	1	60	0	0	1	0	0	0	0	8	0	39	1	0	0	0	0	0	0	0	12
MCM8-AS1	MCM8-AS1	NR_110101.1		0	1	0	52	0	0	0	0	0	0	0	6	0	35	0	0	0	0	0	1	0	0	12
MCTS2	MCTS2	NM_001397496.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MGME1	MGME1	NM_001310338.2	protein_coding	0	0	1	51	1	0	0	0	0	0	0	9	0	33	1	0	0	0	0	0	0	0	8
MGME1	MGME1	NM_001310339.2	protein_coding	0	0	1	51	1	0	0	0	0	0	0	9	0	33	1	0	0	0	0	0	0	0	8
MGME1	MGME1	NM_001363738.2	protein_coding	0	0	1	51	1	0	0	0	0	0	0	9	0	33	1	0	0	0	0	0	0	0	8
MGME1	MGME1	NM_052865.4	protein_coding	0	0	1	51	1	0	0	0	0	0	0	9	0	33	1	0	0	0	0	0	0	0	8
MGME1	MGME1	XM_005260867.4	protein_coding	0	0	1	51	1	0	1	0	0	0	0	9	0	32	1	0	0	0	0	0	0	0	8
MGME1	MGME1	XM_005260870.5	protein_coding	0	0	1	51	1	0	0	0	0	0	0	9	0	33	1	0	0	0	0	0	0	0	8
MGME1	MGME1	XM_006723663.5	protein_coding	0	0	1	51	1	0	0	0	0	0	0	9	0	33	1	0	0	0	0	0	0	0	8
MGME1	MGME1	XM_011529394.1	protein_coding	0	0	1	52	1	0	0	0	0	0	0	9	0	34	1	0	0	0	0	0	0	0	8
MGME1	MGME1	XM_017028127.3	protein_coding	0	0	1	51	1	0	1	0	0	0	0	9	0	32	1	0	0	0	0	0	0	0	8
MGME1	MGME1	XM_017028128.2	protein_coding	0	0	1	52	1	0	0	0	0	0	0	9	0	34	1	0	0	0	0	0	0	0	8
MGME1	MGME1	XM_047440582.1	protein_coding	0	0	1	52	1	0	0	0	0	0	0	9	0	34	1	0	0	0	0	0	0	0	8
MGME1	MGME1	XM_047440583.1	protein_coding	0	0	1	51	1	0	1	0	0	0	0	9	0	32	1	0	0	0	0	0	0	0	8
MGME1	MGME1	XM_047440584.1	protein_coding	0	0	1	52	1	0	0	0	0	0	0	9	0	34	1	0	0	0	0	0	0	0	8
MGME1	MGME1	XM_047440585.1	protein_coding	0	0	1	51	1	0	1	0	0	0	0	9	0	32	1	0	0	0	0	0	0	0	8
MGME1	MGME1	XM_047440586.1	protein_coding	0	0	1	52	1	0	0	0	0	0	0	9	0	34	1	0	0	0	0	0	0	0	8
MHENCR	MHENCR	NR_132417.1		0	0	0	16	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	5
MHENCR	MHENCR	NR_132418.1		0	0	0	16	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	5
MIR1-1	MIR1-1	NR_029780.1		0	0	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3
MIR1-1	MIR1-1	unassigned_transcript_3474	miRNA	0	0	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3
MIR1-1	MIR1-1	unassigned_transcript_3475	miRNA	0	0	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3
MIR1-1HG	MIR1-1HG	NR_171007.1		0	2	0	105	0	0	0	0	0	0	0	26	0	73	0	5	0	0	0	2	0	0	3
MIR103A2	MIR103A2	NR_029519.1		0	0	0	17	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13
MIR103A2	MIR103A2	unassigned_transcript_3426	miRNA	0	0	0	17	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13
MIR103A2	MIR103A2	unassigned_transcript_3427	miRNA	0	0	0	17	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13
MIR103B2	MIR103B2	NR_031722.1		0	0	0	17	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	4
MIR103B2	MIR103B2	unassigned_transcript_3428	miRNA	0	0	0	17	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	4
MIR12122	MIR12122	NR_162136.1		0	0	0	18	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	12
MIR12122	MIR12122	unassigned_transcript_3456	miRNA	0	0	0	18	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	12
MIR124-3	MIR124-3	NR_029670.1		0	0	0	18	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	9
MIR124-3	MIR124-3	unassigned_transcript_3478	miRNA	0	0	0	18	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	9
MIR124-3	MIR124-3	unassigned_transcript_3479	miRNA	0	0	0	18	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	9
MIR1257	MIR1257	NR_031658.1		0	0	0	29	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	16
MIR1257	MIR1257	unassigned_transcript_3470	miRNA	0	0	0	28	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	15
MIR1289-1	MIR1289-1	NR_031620.1		0	0	0	18	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	5
MIR1289-1	MIR1289-1	unassigned_transcript_3444	miRNA	0	0	0	18	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	5
MIR1292	MIR1292	NR_031699.1		0	0	0	28	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	21
MIR1292	MIR1292	unassigned_transcript_3424	miRNA	0	0	0	28	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	21
MIR1292	MIR1292	unassigned_transcript_3425	miRNA	0	0	0	28	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	21
MIR1302-5	MIR1302-5	NR_031634.1		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
MIR1302-5	MIR1302-5	unassigned_transcript_3458	miRNA	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
MIR133A2	MIR133A2	NR_029676.1		0	0	0	62	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	21
MIR133A2	MIR133A2	unassigned_transcript_3476	miRNA	0	0	0	62	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	21
MIR133A2	MIR133A2	unassigned_transcript_3477	miRNA	0	0	0	62	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	21
